"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Georgia","1981","All genders","Not applicable","Number","86585"
"Georgia","1981","Male","Not applicable","Number","43767"
"Georgia","1981","Female","Not applicable","Number","42818"
"Georgia","1980","Female","Not applicable","Number","42517"
"Georgia","1980","Male","Not applicable","Number","43478"
"Georgia","1980","All genders","Not applicable","Number","85995"
"Georgia","1979","Male","Not applicable","Number","43395"
"Georgia","1979","Female","Not applicable","Number","42447"
"Georgia","1979","All genders","Not applicable","Number","85842"
"Georgia","1978","All genders","Not applicable","Number","87267"
"Georgia","1978","Female","Not applicable","Number","43168"
"Georgia","1978","Male","Not applicable","Number","44099"
"Georgia","1977","Male","Not applicable","Number","45610"
"Georgia","1977","Female","Not applicable","Number","44610"
"Georgia","1977","All genders","Not applicable","Number","90220"
"Georgia","1976","Male","Not applicable","Number","47634"
"Georgia","1976","Female","Not applicable","Number","46370"
"Georgia","1976","All genders","Not applicable","Number","94004"
"Georgia","1975","All genders","Not applicable","Number","98658"
"Georgia","1975","Female","Not applicable","Number","48517"
"Georgia","1975","Male","Not applicable","Number","50141"
"Germany","2012","Male","Not applicable","Number","383319"
"Germany","2012","All genders","Not applicable","Number","747837"
"Germany","2012","Female","Not applicable","Number","364518"
"Germany","2011","Female","Not applicable","Number","369952"
"Germany","2011","All genders","Not applicable","Number","759391"
"Germany","2011","Male","Not applicable","Number","389439"
"Germany","2010","Male","Not applicable","Number","397218"
"Germany","2010","All genders","Not applicable","Number","774335"
"Germany","2010","Female","Not applicable","Number","377117"
"Germany","2009","Female","Not applicable","Number","384383"
"Germany","2009","All genders","Not applicable","Number","789489"
"Germany","2009","Male","Not applicable","Number","405106"
"Germany","2008","Male","Not applicable","Number","411670"
"Germany","2008","All genders","Not applicable","Number","802156"
"Germany","2008","Female","Not applicable","Number","390486"
"Germany","2007","Female","Not applicable","Number","395527"
"Germany","2007","Male","Not applicable","Number","417012"
"Germany","2007","All genders","Not applicable","Number","812539"
"Germany","2006","All genders","Not applicable","Number","822276"
"Germany","2006","Male","Not applicable","Number","422025"
"Germany","2006","Female","Not applicable","Number","400251"
"Germany","2005","Male","Not applicable","Number","425441"
"Germany","2005","All genders","Not applicable","Number","829188"
"Germany","2005","Female","Not applicable","Number","403747"
"Germany","2004","Female","Not applicable","Number","407947"
"Germany","2004","All genders","Not applicable","Number","837463"
"Germany","2004","Male","Not applicable","Number","429516"
"Germany","2003","Male","Not applicable","Number","437534"
"Germany","2003","All genders","Not applicable","Number","853065"
"Germany","2003","Female","Not applicable","Number","415531"
"Germany","2002","Female","Not applicable","Number","425895"
"Germany","2002","All genders","Not applicable","Number","874689"
"Germany","2002","Male","Not applicable","Number","448794"
"Germany","2001","Female","Not applicable","Number","436823"
"Germany","2001","Male","Not applicable","Number","460639"
"Germany","2001","All genders","Not applicable","Number","897462"
"Germany","2000","All genders","Not applicable","Number","921847"
"Germany","2000","Female","Not applicable","Number","448516"
"Germany","2000","Male","Not applicable","Number","473331"
"Germany","1999","Male","Not applicable","Number","484679"
"Germany","1999","Female","Not applicable","Number","459075"
"Germany","1999","All genders","Not applicable","Number","943754"
"Germany","1998","Male","Not applicable","Number","490618"
"Germany","1998","All genders","Not applicable","Number","955522"
"Germany","1998","Female","Not applicable","Number","464904"
"Germany","1997","Female","Not applicable","Number","466057"
"Germany","1997","All genders","Not applicable","Number","957163"
"Germany","1997","Male","Not applicable","Number","491106"
"Germany","1996","Male","Not applicable","Number","488177"
"Germany","1996","All genders","Not applicable","Number","952566"
"Germany","1996","Female","Not applicable","Number","464389"
"Germany","1995","Male","Not applicable","Number","484934"
"Germany","1995","All genders","Not applicable","Number","946732"
"Germany","1995","Female","Not applicable","Number","461798"
"Germany","1994","Female","Not applicable","Number","456483"
"Germany","1994","All genders","Not applicable","Number","935204"
"Germany","1994","Male","Not applicable","Number","478721"
"Germany","1993","Male","Not applicable","Number","466869"
"Germany","1993","All genders","Not applicable","Number","912288"
"Germany","1993","Female","Not applicable","Number","445419"
"Germany","1992","All genders","Not applicable","Number","881711"
"Germany","1992","Female","Not applicable","Number","430448"
"Germany","1992","Male","Not applicable","Number","451263"
"Germany","1991","Female","Not applicable","Number","415343"
"Germany","1991","All genders","Not applicable","Number","850880"
"Germany","1991","Male","Not applicable","Number","435537"
"Germany","1990","Male","Not applicable","Number","422605"
"Germany","1990","All genders","Not applicable","Number","825881"
"Germany","1990","Female","Not applicable","Number","403276"
"Germany","1989","Female","Not applicable","Number","393402"
"Germany","1989","All genders","Not applicable","Number","805109"
"Germany","1989","Male","Not applicable","Number","411707"
"Germany","1988","All genders","Not applicable","Number","792549"
"Germany","1988","Male","Not applicable","Number","404885"
"Germany","1988","Female","Not applicable","Number","387664"
"Germany","1987","Male","Not applicable","Number","402587"
"Germany","1987","All genders","Not applicable","Number","788820"
"Germany","1987","Female","Not applicable","Number","386233"
"Germany","1986","Female","Not applicable","Number","388591"
"Germany","1986","Male","Not applicable","Number","404624"
"Germany","1986","All genders","Not applicable","Number","793215"
"Germany","1985","All genders","Not applicable","Number","794330"
"Germany","1985","Female","Not applicable","Number","389087"
"Germany","1985","Male","Not applicable","Number","405243"
"Germany","1984","Male","Not applicable","Number","412458"
"Germany","1984","All genders","Not applicable","Number","808090"
"Germany","1984","Female","Not applicable","Number","395632"
"Germany","1983","Female","Not applicable","Number","418871"
"Germany","1983","All genders","Not applicable","Number","856904"
"Germany","1983","Male","Not applicable","Number","438033"
"Germany","1982","Male","Not applicable","Number","477886"
"Germany","1982","Female","Not applicable","Number","455432"
"Germany","1982","All genders","Not applicable","Number","933318"
"Germany","1981","All genders","Not applicable","Number","1016451"
"Germany","1981","Female","Not applicable","Number","495609"
"Germany","1981","Male","Not applicable","Number","520842"
